gene,symbol
ENSG00000136936,XPA
ENSG00000136937,NCBP1
ENSG00000136938,ANP32B
ENSG00000136940,PDCL
ENSG00000136942,RPL35
ENSG00000136950,ARPC5L
ENSG00000136960,ENPP2
ENSG00000136986,DERL1
ENSG00000137040,RANBP6
ENSG00000137055,PLAA
ENSG00000137073,UBAP2
ENSG00000137074,APTX
ENSG00000137075,RNF38
ENSG00000137100,DCTN3
ENSG00000137103,TMEM8B
ENSG00000137106,GRHPR
ENSG00000137166,FOXP4
ENSG00000137168,PPIL1
ENSG00000137171,KLC4
ENSG00000137177,KIF13A
ENSG00000137193,PIM1
ENSG00000137198,GMPR
ENSG00000137200,CMTR1
ENSG00000137210,TMEM14B
ENSG00000137216,TMEM63B
ENSG00000137218,FRS3
ENSG00000137261,KIAA0319
ENSG00000137266,SLC22A23
ENSG00000137267,TUBB2A
ENSG00000137285,TUBB2B
ENSG00000137288,UQCC2
ENSG00000137309,HMGA1
ENSG00000137364,TPMT
ENSG00000137393,RNF144B
ENSG00000137409,MTCH1
ENSG00000137414,FAM8A1
ENSG00000137449,CPEB2
ENSG00000137478,FCHSD2
ENSG00000137486,ARRB1
ENSG00000137500,CCDC90B
ENSG00000137501,SYTL2
ENSG00000137502,RAB30
ENSG00000137504,CREBZF
ENSG00000137509,PRCP
ENSG00000137513,NARS2
ENSG00000137547,MRPL15
ENSG00000137563,GGH
ENSG00000137575,SDCBP
ENSG00000137601,NEK1
ENSG00000137642,SORL1
ENSG00000137692,DCUN1D5
ENSG00000137710,RDX
ENSG00000137714,FDX1
ENSG00000137726,FXYD6
ENSG00000137766,UNC13C
ENSG00000137776,SLTM
ENSG00000137806,NDUFAF1
ENSG00000137815,RTF1
ENSG00000137817,PARP6
ENSG00000137821,LRRC49
ENSG00000137822,TUBGCP4
ENSG00000137824,RMDN3
ENSG00000137845,ADAM10
ENSG00000137871,ZNF280D
ENSG00000137872,SEMA6D
ENSG00000137876,RSL24D1
ENSG00000137941,TTLL7
ENSG00000137942,FNBP1L
ENSG00000137947,GTF2B
ENSG00000137955,RABGGTB
ENSG00000137968,SLC44A5
ENSG00000137992,DBT
ENSG00000137996,RTCA
ENSG00000138029,HADHB
ENSG00000138031,ADCY3
ENSG00000138032,PPM1B
ENSG00000138035,PNPT1
ENSG00000138036,DYNC2LI1
ENSG00000138069,RAB1A
ENSG00000138071,ACTR2
ENSG00000138073,PREB
ENSG00000138074,SLC5A6
ENSG00000138078,PREPL
ENSG00000138085,ATRAID
ENSG00000138095,LRPPRC
ENSG00000138101,DTNB
ENSG00000138107,ACTR1A
ENSG00000138138,ATAD1
ENSG00000138162,TACC2
ENSG00000138175,ARL3
ENSG00000138190,EXOC6
ENSG00000138279,ANXA7
ENSG00000138303,ASCC1
ENSG00000138311,ZNF365
ENSG00000138326,RPS24
ENSG00000138363,ATIC
ENSG00000138381,ASNSD1
ENSG00000138385,SSB
ENSG00000138386,NAB1
ENSG00000138398,PPIG
ENSG00000138399,FASTKD1
ENSG00000138411,HECW2
ENSG00000138413,IDH1
ENSG00000138430,OLA1
ENSG00000138433,CIR1
ENSG00000138439,FAM117B
ENSG00000138442,WDR12
ENSG00000138443,ABI2
ENSG00000138448,ITGAV
ENSG00000138449,SLC40A1
ENSG00000138459,SLC35A5
ENSG00000138468,SENP7
ENSG00000138592,USP8
ENSG00000138593,SECISBP2L
ENSG00000138604,GLCE
ENSG00000138613,APH1B
ENSG00000138622,HCN4
ENSG00000138639,ARHGAP24
ENSG00000138642,HERC6
ENSG00000138650,PCDH10
ENSG00000138663,COPS4
ENSG00000138668,HNRNPD
ENSG00000138674,SEC31A
ENSG00000138686,BBS7
ENSG00000138698,RAP1GDS1
ENSG00000138709,LARP1B
ENSG00000138744,NAAA
ENSG00000138757,G3BP2
ENSG00000138760,SCARB2
ENSG00000138764,CCNG2
ENSG00000138768,USO1
ENSG00000138777,PPA2
ENSG00000138785,INTS12
ENSG00000138796,HADH
ENSG00000138801,PAPSS1
ENSG00000138802,SEC24B
ENSG00000138814,PPP3CA
ENSG00000138835,RGS3
ENSG00000138942,RNF185
ENSG00000139112,GABARAPL1
ENSG00000139116,KIF21A
ENSG00000139132,FGD4
ENSG00000139163,ETNK1
ENSG00000139168,ZCRB1
ENSG00000139174,PRICKLE1
ENSG00000139180,NDUFA9
ENSG00000139182,CLSTN3
ENSG00000139190,VAMP1
ENSG00000139197,PEX5
ENSG00000139211,AMIGO2
ENSG00000139218,SCAF11
ENSG00000139220,PPFIA2
ENSG00000139291,TMEM19
ENSG00000139324,TMTC3
ENSG00000139343,SNRPF
ENSG00000139364,TMEM132B
ENSG00000139405,RITA1
ENSG00000139436,GIT2
ENSG00000139438,FAM222A
ENSG00000139514,SLC7A1
ENSG00000139531,SUOX
ENSG00000139624,CERS5
ENSG00000139641,ESYT1
ENSG00000139644,TMBIM6
ENSG00000139645,ANKRD52
ENSG00000139684,ESD
ENSG00000139687,RB1
ENSG00000139697,SBNO1
ENSG00000139718,SETD1B
ENSG00000139719,VPS33A
ENSG00000139726,DENR
ENSG00000139737,SLAIN1
ENSG00000139746,RBM26
ENSG00000139767,SRRM4
ENSG00000139793,MBNL2
ENSG00000139842,CUL4A
ENSG00000139874,SSTR1
ENSG00000139910,NOVA1
ENSG00000139921,TMX1
ENSG00000139970,RTN1
ENSG00000139977,NAA30
ENSG00000139990,DCAF5
ENSG00000139998,RAB15
ENSG00000140044,JDP2
ENSG00000140259,MFAP1
ENSG00000140262,TCF12
ENSG00000140280,LYSMD2
ENSG00000140299,BNIP2
ENSG00000140307,GTF2A2
ENSG00000140319,SRP14
ENSG00000140320,BAHD1
ENSG00000140332,TLE3
ENSG00000140350,ANP32A
ENSG00000140365,COMMD4
ENSG00000140367,UBE2Q2
ENSG00000140374,ETFA
ENSG00000140382,HMG20A
ENSG00000140391,TSPAN3
ENSG00000140396,NCOA2
ENSG00000140403,DNAJA4
ENSG00000140416,TPM1
ENSG00000140443,IGF1R
ENSG00000140463,BBS4
ENSG00000140474,ULK3
ENSG00000140526,ABHD2
ENSG00000140538,NTRK3
ENSG00000140553,UNC45A
ENSG00000140564,FURIN
ENSG00000140575,IQGAP1
ENSG00000140577,CRTC3
ENSG00000140600,SH3GL3
ENSG00000140612,SEC11A
ENSG00000140691,ARMC5
ENSG00000140694,PARN
ENSG00000140718,FTO
ENSG00000140740,UQCRC2
ENSG00000140836,ZFHX3
ENSG00000140854,KATNB1
ENSG00000140937,CDH11
ENSG00000140939,NOL3
ENSG00000140941,MAP1LC3B
ENSG00000140943,MBTPS1
ENSG00000140983,RHOT2
ENSG00000140990,NDUFB10
ENSG00000140992,PDPK1
ENSG00000140995,DEF8
ENSG00000141002,TCF25
ENSG00000141026,MED9
ENSG00000141027,NCOR1
ENSG00000141030,COPS3
ENSG00000141098,GFOD2
ENSG00000141127,PRPSAP2
ENSG00000141232,TOB1
ENSG00000141252,VPS53
ENSG00000141258,SGSM2
ENSG00000141279,NPEPPS
ENSG00000141298,SSH2
ENSG00000141338,ABCA8
ENSG00000141349,G6PC3
ENSG00000141367,CLTC
ENSG00000141378,PTRH2
ENSG00000141384,TAF4B
ENSG00000141385,AFG3L2
ENSG00000141404,GNAL
ENSG00000141424,SLC39A6
ENSG00000141425,RPRD1A
ENSG00000141429,GALNT1
ENSG00000141431,ASXL3
ENSG00000141447,OSBPL1A
ENSG00000141456,PELP1
ENSG00000141458,NPC1
ENSG00000141469,SLC14A1
ENSG00000141503,MINK1
ENSG00000141522,ARHGDIA
ENSG00000141542,RAB40B
ENSG00000141543,EIF4A3
ENSG00000141551,CSNK1D
ENSG00000141556,TBCD
ENSG00000141560,FN3KRP
ENSG00000141562,NARF
ENSG00000141568,FOXK2
ENSG00000141576,RNF157
ENSG00000141580,WDR45B
ENSG00000141582,CBX4
ENSG00000141644,MBD1
ENSG00000141664,ZCCHC2
ENSG00000141668,CBLN2
ENSG00000141741,MIEN1
ENSG00000141759,TXNL4A
ENSG00000141837,CACNA1A
ENSG00000141867,BRD4
ENSG00000141905,NFIC
ENSG00000141959,PFKL
ENSG00000141985,SH3GL1
ENSG00000142046,TMEM91
ENSG00000142082,SIRT3
ENSG00000142089,IFITM3
ENSG00000142166,IFNAR1
ENSG00000142168,SOD1
ENSG00000142186,SCYL1
ENSG00000142188,TMEM50B
ENSG00000142192,APP
ENSG00000142207,URB1
ENSG00000142230,SAE1
ENSG00000142235,LMTK3
ENSG00000142252,GEMIN7
ENSG00000142319,SLC6A3
ENSG00000142408,CACNG8
ENSG00000142453,CARM1
ENSG00000142507,PSMB6
ENSG00000142534,RPS11
ENSG00000142546,NOSIP
ENSG00000142599,RERE
ENSG00000142623,PADI1
ENSG00000142634,EFHD2
ENSG00000142655,PEX14
ENSG00000142669,SH3BGRL3
ENSG00000142676,RPL11
ENSG00000142687,KIAA0319L
ENSG00000142784,WDTC1
ENSG00000142864,SERBP1
ENSG00000142875,PRKACB
ENSG00000142892,PIGK
ENSG00000142949,PTPRF
ENSG00000143013,LMO4
ENSG00000143033,MTF2
ENSG00000143061,IGSF3
ENSG00000143079,CTTNBP2NL
ENSG00000143093,STRIP1
ENSG00000143106,PSMA5
ENSG00000143126,CELSR2
ENSG00000143147,GPR161
ENSG00000143153,ATP1B1
ENSG00000143155,TIPRL
ENSG00000143157,POGK
ENSG00000143158,MPC2
ENSG00000143162,CREG1
ENSG00000143164,DCAF6
ENSG00000143179,UCK2
ENSG00000143183,TMCO1
ENSG00000143190,POU2F1
ENSG00000143198,MGST3
ENSG00000143222,UFC1
ENSG00000143224,PPOX
ENSG00000143248,RGS5
ENSG00000143256,PFDN2
ENSG00000143294,PRCC
ENSG00000143314,MRPL24
ENSG00000143315,PIGM
ENSG00000143321,HDGF
ENSG00000143322,ABL2
ENSG00000143324,XPR1
ENSG00000143333,RGS16
ENSG00000143337,TOR1AIP1
ENSG00000143344,RGL1
ENSG00000143353,LYPLAL1
ENSG00000143376,SNX27
ENSG00000143384,MCL1
ENSG00000143393,PI4KB
ENSG00000143401,ANP32E
ENSG00000143420,ENSA
ENSG00000143437,ARNT
ENSG00000143442,POGZ
ENSG00000143457,GOLPH3L
ENSG00000143493,INTS7
ENSG00000143502,SUSD4
ENSG00000143515,ATP8B2
ENSG00000143543,JTB
ENSG00000143549,TPM3
ENSG00000143553,SNAPIN
ENSG00000143569,UBAP2L
ENSG00000143575,HAX1
ENSG00000143603,KCNN3
ENSG00000143612,C1orf43
ENSG00000143621,ILF2
ENSG00000143630,HCN3
ENSG00000143641,GALNT2
ENSG00000143653,SCCPDH
ENSG00000143669,LYST
ENSG00000143702,CEP170
ENSG00000143727,ACP1
ENSG00000143740,SNAP47
ENSG00000143751,SDE2
ENSG00000143753,DEGS1
ENSG00000143756,FBXO28
ENSG00000143761,ARF1
ENSG00000143771,CNIH4
ENSG00000143772,ITPKB
ENSG00000143774,GUK1
ENSG00000143776,CDC42BPA
ENSG00000143786,CNIH3
ENSG00000143793,C1orf35
ENSG00000143797,MBOAT2
ENSG00000143799,PARP1
ENSG00000143811,PYCR2
ENSG00000143847,PPFIA4
ENSG00000143850,PLEKHA6
ENSG00000143862,ARL8A
ENSG00000143878,RHOB
ENSG00000143889,HNRNPLL
ENSG00000143919,CAMKMT
ENSG00000143924,EML4
ENSG00000143933,CALM2
ENSG00000143970,ASXL2
ENSG00000144021,CIAO1
ENSG00000144028,SNRNP200
ENSG00000144029,MRPS5
ENSG00000144036,EXOC6B
ENSG00000144040,SFXN5
ENSG00000144136,SLC20A1
ENSG00000144161,ZC3H8
ENSG00000144218,AFF3
ENSG00000144224,UBXN4
ENSG00000144228,SPOPL
ENSG00000144283,PKP4
ENSG00000144306,SCRN3
ENSG00000144339,TMEFF2
ENSG00000144357,UBR3
ENSG00000144369,FAM171B
ENSG00000144401,METTL21A
ENSG00000144406,UNC80
ENSG00000144445,KANSL1L
ENSG00000144451,SPAG16
ENSG00000144524,COPS7B
ENSG00000144566,RAB5A
ENSG00000144580,CNOT9
ENSG00000144597,EAF1
ENSG00000144619,CNTN4
ENSG00000144635,DYNC1LI1
ENSG00000144642,RBMS3
ENSG00000144645,OSBPL10
ENSG00000144647,POMGNT2
ENSG00000144659,SLC25A38
ENSG00000144674,GOLGA4
ENSG00000144677,CTDSPL
ENSG00000144711,IQSEC1
ENSG00000144724,PTPRG
ENSG00000144741,SLC25A26
ENSG00000144744,UBA3
ENSG00000144746,ARL6IP5
ENSG00000144747,TMF1
ENSG00000144815,NXPE3
ENSG00000144827,ABHD10
ENSG00000144834,TAGLN3
ENSG00000144840,RABL3
ENSG00000144848,ATG3
ENSG00000144867,SRPRB
ENSG00000144868,TMEM108
ENSG00000144891,AGTR1
ENSG00000144895,EIF2A
ENSG00000144935,TRPC1
ENSG00000144959,NCEH1
ENSG00000145012,LPP
ENSG00000145022,TCTA
ENSG00000145050,MANF
ENSG00000145087,STXBP5L
ENSG00000145147,SLIT2
ENSG00000145191,EIF2B5
ENSG00000145242,EPHA5
ENSG00000145246,ATP10D
ENSG00000145248,SLC10A4
ENSG00000145284,SCD5
ENSG00000145293,ENOPH1
ENSG00000145332,KLHL8
ENSG00000145335,SNCA
ENSG00000145348,TBCK
ENSG00000145349,CAMK2D
ENSG00000145362,ANK2
ENSG00000145388,METTL14
ENSG00000145390,USP53
ENSG00000145391,SETD7
ENSG00000145428,RNF175
ENSG00000145439,CBR4
ENSG00000145476,CYP4V2
ENSG00000145494,NDUFS6
ENSG00000145545,SRD5A1
ENSG00000145555,MYO10
ENSG00000145592,RPL37
ENSG00000145675,PIK3R1
ENSG00000145687,SSBP2
ENSG00000145725,PPIP5K2
ENSG00000145730,PAM
ENSG00000145734,BDP1
ENSG00000145740,SLC30A5
ENSG00000145741,BTF3
ENSG00000145781,COMMD10
ENSG00000145782,ATG12
ENSG00000145817,YIPF5
ENSG00000145819,ARHGAP26
ENSG00000145824,CXCL14
ENSG00000145833,DDX46
ENSG00000145860,RNF145
ENSG00000145864,GABRB2
ENSG00000145868,FBXO38
ENSG00000145882,PCYOX1L
ENSG00000145901,TNIP1
ENSG00000145907,G3BP1
ENSG00000145916,RMND5B
ENSG00000145919,BOD1
ENSG00000145920,CPLX2
ENSG00000145934,TENM2
ENSG00000145979,TBC1D7
ENSG00000145990,GFOD1
ENSG00000146005,PSD2
ENSG00000146006,LRRTM2
ENSG00000146007,ZMAT2
ENSG00000146021,KLHL3
ENSG00000146067,FAM193B
ENSG00000146072,TNFRSF21
ENSG00000146083,RNF44
ENSG00000146085,MMUT
ENSG00000146151,HMGCLL1
ENSG00000146223,RPL7L1
ENSG00000146242,TPBG
ENSG00000146247,PHIP
ENSG00000146267,FAXC
ENSG00000146281,PM20D2
ENSG00000146416,AIG1
ENSG00000146425,DYNLT1
ENSG00000146433,TMEM181
ENSG00000146457,WTAP
ENSG00000146463,ZMYM4
ENSG00000146476,ARMT1
ENSG00000146535,GNA12
ENSG00000146540,C7orf50
ENSG00000146587,RBAK
ENSG00000146676,PURB
ENSG00000146701,MDH2
ENSG00000146731,CCT6A
ENSG00000146842,TMEM209
ENSG00000146938,NLGN4X
ENSG00000146966,DENND2A
ENSG00000147010,SH3KBP1
ENSG00000147027,TMEM47
ENSG00000147044,CASK
ENSG00000147099,HDAC8
ENSG00000147123,NDUFB11
ENSG00000147130,ZMYM3
ENSG00000147133,TAF1
ENSG00000147155,EBP
ENSG00000147162,OGT
ENSG00000147164,SNX12
ENSG00000147224,PRPS1
ENSG00000147251,DOCK11
ENSG00000147274,RBMX
ENSG00000147324,MFHAS1
ENSG00000147400,CETN2
ENSG00000147408,CSGALNACT1
ENSG00000147416,ATP6V1B2
ENSG00000147419,CCDC25
ENSG00000147421,HMBOX1
ENSG00000147432,CHRNB3
ENSG00000147454,SLC25A37
ENSG00000147457,CHMP7
ENSG00000147475,ERLIN2
ENSG00000147481,SNTG1
ENSG00000147526,TACC1
ENSG00000147533,GOLGA7
ENSG00000147588,PMP2
ENSG00000147642,SYBU
ENSG00000147649,MTDH
ENSG00000147650,LRP12
ENSG00000147654,EBAG9
ENSG00000147669,POLR2K
ENSG00000147677,EIF3H
ENSG00000147684,NDUFB9
ENSG00000147853,AK3
ENSG00000147854,UHRF2
ENSG00000147862,NFIB
ENSG00000147894,C9orf72
ENSG00000147955,SIGMAR1
ENSG00000148019,CEP78
ENSG00000148053,NTRK2
ENSG00000148090,AUH
ENSG00000148143,ZNF462
ENSG00000148153,INIP
ENSG00000148154,UGCG
ENSG00000148158,SNX30
ENSG00000148175,STOM
ENSG00000148180,GSN
ENSG00000148218,ALAD
ENSG00000148219,ASTN2
ENSG00000148229,POLE3
ENSG00000148248,SURF4
ENSG00000148290,SURF1
ENSG00000148296,SURF6
ENSG00000148300,REXO4
ENSG00000148308,GTF3C5
ENSG00000148334,PTGES2
ENSG00000148335,NTMT1
ENSG00000148337,CIZ1
ENSG00000148341,SH3GLB2
ENSG00000148358,GPR107
ENSG00000148384,INPP5E
ENSG00000148396,SEC16A
ENSG00000148408,CACNA1B
ENSG00000148411,NACC2
ENSG00000148444,COMMD3
ENSG00000148450,MSRB2
ENSG00000148468,FAM171A1
ENSG00000148484,RSU1
ENSG00000148498,PARD3
ENSG00000148516,ZEB1
ENSG00000148541,FAM13C
ENSG00000148572,NRBF2
ENSG00000148606,POLR3A
ENSG00000148634,HERC4
ENSG00000148660,CAMK2G
ENSG00000148672,GLUD1
ENSG00000148688,RPP30
ENSG00000148690,FRA10AC1
ENSG00000148700,ADD3
ENSG00000148719,DNAJB12
ENSG00000148730,EIF4EBP2
ENSG00000148798,INA
ENSG00000148834,GSTO1
ENSG00000148840,PPRC1
ENSG00000148842,CNNM2
ENSG00000148843,PDCD11
ENSG00000148925,BTBD10
ENSG00000148926,ADM
ENSG00000148943,LIN7C
ENSG00000148948,LRRC4C
ENSG00000149084,HSD17B12
ENSG00000149100,EIF3M
ENSG00000149136,SSRP1
ENSG00000149182,ARFGAP2
ENSG00000149187,CELF1
ENSG00000149212,SESN3
ENSG00000149218,ENDOD1
ENSG00000149231,CCDC82
ENSG00000149256,TENM4
ENSG00000149269,PAK1
ENSG00000149273,RPS3
ENSG00000149294,NCAM1
ENSG00000149295,DRD2
ENSG00000149308,NPAT
ENSG00000149311,ATM
ENSG00000149313,AASDHPPT
ENSG00000149357,LAMTOR1
ENSG00000149428,HYOU1
ENSG00000149485,FADS1
ENSG00000149532,CPSF7
ENSG00000149541,B3GAT3
ENSG00000149547,EI24
ENSG00000149557,FEZ1
ENSG00000149571,KIRREL3
ENSG00000149575,SCN2B
ENSG00000149577,SIDT2
ENSG00000149600,COMMD7
ENSG00000149657,LSM14B
ENSG00000149658,YTHDF1
ENSG00000149743,TRPT1
ENSG00000149792,MRPL49
ENSG00000149970,CNKSR2
ENSG00000150316,CWC15
ENSG00000150347,ARID5B
ENSG00000150361,KLHL1
ENSG00000150394,CDH8
ENSG00000150401,DCUN1D2
ENSG00000150403,TMCO3
ENSG00000150459,SAP18
ENSG00000150471,ADGRL3
ENSG00000150510,FAM124A
ENSG00000150540,HNMT
ENSG00000150593,PDCD4
ENSG00000150625,GPM6A
ENSG00000150627,WDR17
ENSG00000150656,CNDP1
ENSG00000150712,MTMR12
ENSG00000150753,CCT5
ENSG00000150768,DLAT
ENSG00000150787,PTS
ENSG00000150867,PIP4K2A
ENSG00000150938,CRIM1
ENSG00000150967,ABCB9
ENSG00000150991,UBC
ENSG00000150995,ITPR1
ENSG00000151012,SLC7A11
ENSG00000151025,GPR158
ENSG00000151090,THRB
ENSG00000151092,NGLY1
ENSG00000151116,UEVLD
ENSG00000151135,TMEM263
ENSG00000151148,UBE3B
ENSG00000151150,ANK3
ENSG00000151176,PLBD2
ENSG00000151229,SLC2A13
ENSG00000151240,DIP2C
ENSG00000151247,EIF4E
ENSG00000151276,MAGI1
ENSG00000151292,CSNK1G3
ENSG00000151320,AKAP6
ENSG00000151327,FAM177A1
ENSG00000151332,MBIP
ENSG00000151348,EXT2
ENSG00000151353,TMEM18
ENSG00000151366,NDUFC2
ENSG00000151376,ME3
ENSG00000151414,NEK7
ENSG00000151445,VIPAS39
ENSG00000151458,ANKRD50
ENSG00000151461,UPF2
ENSG00000151474,FRMD4A
ENSG00000151490,PTPRO
ENSG00000151491,EPS8
ENSG00000151498,ACAD8
ENSG00000151500,THYN1
ENSG00000151502,VPS26B
ENSG00000151552,QDPR
ENSG00000151612,ZNF827
ENSG00000151640,DPYSL4
ENSG00000151689,INPP1
ENSG00000151690,MFSD6
ENSG00000151692,RNF144A
ENSG00000151693,ASAP2
ENSG00000151726,ACSL1
ENSG00000151729,SLC25A4
ENSG00000151746,BICD1
ENSG00000151748,SAV1
ENSG00000151778,SERP2
ENSG00000151779,NBAS
ENSG00000151789,ZNF385D
ENSG00000151806,GUF1
ENSG00000151835,SACS
ENSG00000151849,CENPJ
ENSG00000151883,PARP8
ENSG00000151892,GFRA1
ENSG00000151893,CACUL1
ENSG00000151914,DST
ENSG00000151917,BEND6
ENSG00000151923,TIAL1
ENSG00000151929,BAG3
ENSG00000152061,RABGAP1L
ENSG00000152092,ASTN1
ENSG00000152102,FAM168B
ENSG00000152127,MGAT5
ENSG00000152133,GPATCH11
ENSG00000152137,HSPB8
ENSG00000152154,TMEM178A
ENSG00000152223,EPG5
ENSG00000152291,TGOLN2
ENSG00000152332,UHMK1
ENSG00000152377,SPOCK1
ENSG00000152404,CWF19L2
ENSG00000152409,JMY
ENSG00000152413,HOMER1
ENSG00000152465,NMT2
ENSG00000152484,USP12
ENSG00000152492,CCDC50
ENSG00000152503,TRIM36
ENSG00000152518,ZFP36L2
ENSG00000152556,PFKM
ENSG00000152578,GRIA4
ENSG00000152583,SPARCL1
ENSG00000152601,MBNL1
ENSG00000152620,NADK2
ENSG00000152642,GPD1L
ENSG00000152661,GJA1
ENSG00000152684,PELO
ENSG00000152700,SAR1B
ENSG00000152749,GPR180
ENSG00000152767,FARP1
ENSG00000152778,IFIT5
ENSG00000152795,HNRNPDL
ENSG00000152818,UTRN
ENSG00000152822,GRM1
ENSG00000152904,GGPS1
ENSG00000152926,ZNF117
ENSG00000152932,RAB3C
ENSG00000152944,MED21
ENSG00000152954,NRSN1
ENSG00000153130,SCOC
ENSG00000153132,CLGN
ENSG00000153140,CETN3
ENSG00000153187,HNRNPU
ENSG00000153201,RANBP2
ENSG00000153214,TMEM87B
ENSG00000153234,NR4A2
ENSG00000153253,SCN3A
ENSG00000153291,SLC25A27
ENSG00000153317,ASAP1
ENSG00000153339,TRAPPC8
ENSG00000153395,LPCAT1
ENSG00000153406,NMRAL1
ENSG00000153558,FBXL2
ENSG00000153560,UBP1
ENSG00000153561,RMND5A
ENSG00000153707,PTPRD
ENSG00000153774,CFDP1
ENSG00000153786,ZDHHC7
ENSG00000153814,JAZF1
ENSG00000153815,CMIP
ENSG00000153822,KCNJ16
ENSG00000153823,PID1
ENSG00000153827,TRIP12
ENSG00000153879,CEBPG
ENSG00000153904,DDAH1
ENSG00000153914,SREK1
ENSG00000153933,DGKE
ENSG00000153936,HS2ST1
ENSG00000153944,MSI2
ENSG00000153956,CACNA2D1
ENSG00000153982,GDPD1
ENSG00000153989,NUS1
ENSG00000154001,PPP2R5E
ENSG00000154027,AK5
ENSG00000154059,IMPACT
ENSG00000154065,ANKRD29
ENSG00000154096,THY1
ENSG00000154122,ANKH
ENSG00000154127,UBASH3B
ENSG00000154144,TBRG1
ENSG00000154217,PITPNC1
ENSG00000154222,CC2D1B
ENSG00000154229,PRKCA
ENSG00000154265,ABCA5
ENSG00000154277,UCHL1
ENSG00000154305,MIA3
ENSG00000154359,LONRF1
ENSG00000154370,TRIM11
ENSG00000154380,ENAH
ENSG00000154429,CCSAP
ENSG00000154473,BUB3
ENSG00000154478,GPR26
ENSG00000154556,SORBS2
ENSG00000154639,CXADR
ENSG00000154723,ATP5PF
ENSG00000154803,FLCN
ENSG00000154813,DPH3
ENSG00000154822,PLCL2
ENSG00000154845,PPP4R1
ENSG00000154917,RAB6B
ENSG00000154945,ANKRD40
ENSG00000154978,VOPP1
ENSG00000155016,CYP2U1
ENSG00000155085,AK9
ENSG00000155093,PTPRN2
ENSG00000155096,AZIN1
ENSG00000155097,ATP6V1C1
ENSG00000155100,OTUD6B
ENSG00000155158,TTC39B
ENSG00000155189,AGPAT5
ENSG00000155229,MMS19
ENSG00000155252,PI4K2A
ENSG00000155287,SLC25A28
ENSG00000155304,HSPA13
ENSG00000155313,USP25
ENSG00000155329,ZCCHC10
ENSG00000155368,DBI
ENSG00000155380,SLC16A1
ENSG00000155463,OXA1L
ENSG00000155506,LARP1
ENSG00000155511,GRIA1
ENSG00000155657,TTN
ENSG00000155660,PDIA4
ENSG00000155755,TMEM237
ENSG00000155792,DEPTOR
ENSG00000155816,FMN2
ENSG00000155827,RNF20
ENSG00000155846,PPARGC1B
ENSG00000155849,ELMO1
ENSG00000155858,LSM11
ENSG00000155868,MED7
ENSG00000155876,RRAGA
ENSG00000155886,SLC24A2
ENSG00000155903,RASA2
ENSG00000155957,TMBIM4
ENSG00000155959,VBP1
ENSG00000155961,RAB39B
ENSG00000155966,AFF2
ENSG00000155970,MICU3
ENSG00000155975,VPS37A
ENSG00000155980,KIF5A
ENSG00000156011,PSD3
ENSG00000156050,FAM161B
ENSG00000156052,GNAQ
ENSG00000156103,MMP16
ENSG00000156110,ADK
ENSG00000156113,KCNMA1
ENSG00000156136,DCK
ENSG00000156162,DPY19L4
ENSG00000156170,NDUFAF6
ENSG00000156239,N6AMT1
ENSG00000156253,RWDD2B
ENSG00000156256,USP16
ENSG00000156261,CCT8
ENSG00000156298,TSPAN7
ENSG00000156304,SCAF4
ENSG00000156345,CDK20
ENSG00000156467,UQCRB
ENSG00000156471,PTDSS1
ENSG00000156475,PPP2R2B
ENSG00000156482,RPL30
ENSG00000156515,HK1
ENSG00000156531,PHF6
ENSG00000156587,UBE2L6
ENSG00000156599,ZDHHC5
ENSG00000156603,MED19
ENSG00000156639,ZFAND3
ENSG00000156642,NPTN
ENSG00000156650,KAT6B
ENSG00000156709,AIFM1
ENSG00000156735,BAG4
ENSG00000156873,PHKG2
ENSG00000156928,MALSU1
ENSG00000156931,VPS8
ENSG00000156990,RPUSD3
ENSG00000157014,TATDN2
ENSG00000157020,SEC13
ENSG00000157036,EXOG
ENSG00000157045,NTAN1
ENSG00000157064,NMNAT2
ENSG00000157087,ATP2B2
ENSG00000157103,SLC6A1
ENSG00000157106,SMG1
ENSG00000157152,SYN2
ENSG00000157193,LRP8
ENSG00000157224,CLDN12
ENSG00000157259,GATAD1
ENSG00000157445,CACNA2D3
ENSG00000157450,RNF111
ENSG00000157500,APPL1
ENSG00000157514,TSC22D3
ENSG00000157540,DYRK1A
ENSG00000157542,KCNJ6
ENSG00000157557,ETS2
ENSG00000157600,TMEM164
ENSG00000157601,MX1
ENSG00000157613,CREB3L1
ENSG00000157617,C2CD2
ENSG00000157625,TAB3
ENSG00000157637,SLC38A10
ENSG00000157657,ZNF618
ENSG00000157741,UBN2
ENSG00000157764,BRAF
ENSG00000157778,PSMG3
ENSG00000157796,WDR19
ENSG00000157800,SLC37A3
ENSG00000157827,FMNL2
ENSG00000157837,SPPL3
ENSG00000157851,DPYSL5
ENSG00000157869,RAB28
ENSG00000157895,C12orf43
ENSG00000157916,RER1
ENSG00000157954,WIPI2
ENSG00000157985,AGAP1
ENSG00000158062,UBXN11
ENSG00000158092,NCK1
ENSG00000158109,TPRG1L
ENSG00000158161,EYA3
ENSG00000158186,MRAS
ENSG00000158195,WASF2
ENSG00000158201,ABHD3
ENSG00000158258,CLSTN2
ENSG00000158290,CUL4B
ENSG00000158321,AUTS2
ENSG00000158417,EIF5B
ENSG00000158435,CNOT11
ENSG00000158445,KCNB1
